"","Category","PdDistrict","X","Y"
"864733","WEAPON LAWS","RICHMOND",-122.462489351639,37.7669591731812
"606694","LARCENY/THEFT","NORTHERN",-122.427749887673,37.783446475399
"627160","WARRANTS","MISSION",-122.41812008649,37.7603012340397
"432074","ASSAULT","MISSION",-122.413261970103,37.752610055276
"423700","OTHER OFFENSES","BAYVIEW",-122.403161251408,37.7615234591434
"509912","OTHER OFFENSES","RICHMOND",-122.479502311724,37.771265769233
"580657","DRUG/NARCOTIC","SOUTHERN",-122.411071423064,37.7817511307229
"331791","OTHER OFFENSES","TENDERLOIN",-122.411987643595,37.7850226622786
"583820","LARCENY/THEFT","MISSION",-122.435150099812,37.7617597243598
"560114","DRUG/NARCOTIC","SOUTHERN",-122.403390364796,37.7802655777189
"363490","LARCENY/THEFT","MISSION",-122.412051228021,37.761644197745
"740914","LARCENY/THEFT","TENDERLOIN",-122.407244087032,37.7865647607685
"803834","WARRANTS","TENDERLOIN",-122.412999075009,37.786277459166
"181222","VEHICLE THEFT","PARK",-122.437612766191,37.7740604119579
"555452","OTHER OFFENSES","CENTRAL",-122.398919477596,37.796953574467
"791533","WEAPON LAWS","BAYVIEW",-122.401073706993,37.7215354317028
"811898","WARRANTS","SOUTHERN",-122.405294845215,37.7863072236365
"747713","DRUG/NARCOTIC","MISSION",-122.421886357989,37.7649178909469
"556463","WARRANTS","PARK",-122.440879521853,37.7775321935218
"317282","OTHER OFFENSES","SOUTHERN",-122.416578493475,37.773907074489
"743958","WARRANTS","MISSION",-122.406539115148,37.7564864109309
"622916","FRAUD","CENTRAL",-122.406592269796,37.7875673013055
"130956","SUSPICIOUS OCC","NORTHERN",-122.423031175088,37.7854818747419
"532159","DRUG/NARCOTIC","TENDERLOIN",-122.416142447835,37.7806138831748
"490368","NON-CRIMINAL","SOUTHERN",-122.403404791479,37.775420706711
"531013","OTHER OFFENSES","SOUTHERN",-122.365565425353,37.8096707013239
"683328","LARCENY/THEFT","TENDERLOIN",-122.407845374111,37.7850943210103
"752086","LARCENY/THEFT","INGLESIDE",-122.435682711765,37.7275173689962
"549660","OTHER OFFENSES","INGLESIDE",-122.416446124049,37.7329162539537
"230022","LARCENY/THEFT","SOUTHERN",-122.403404791479,37.775420706711
"144959","MISSING PERSON","MISSION",-122.415142222785,37.7491658872937
"350590","NON-CRIMINAL","TENDERLOIN",-122.415088721046,37.7836719564372
"526208","SUSPICIOUS OCC","BAYVIEW",-122.378902736531,37.7361907674431
"617679","NON-CRIMINAL","SOUTHERN",-122.40989282029,37.7801134973164
"267441","BURGLARY","SOUTHERN",-122.393460953167,37.7794975702131
"701143","VANDALISM","TARAVAL",-122.505937977815,37.7379266576619
"46836","SUSPICIOUS OCC","INGLESIDE",-122.441227673446,37.7160781812918
"155310","ASSAULT","BAYVIEW",-122.388158941787,37.7323536922436
"858511","LARCENY/THEFT","CENTRAL",-122.404594467289,37.7907445241029
"732344","VANDALISM","RICHMOND",-122.479378927463,37.7812822499406
"241928","OTHER OFFENSES","NORTHERN",-122.433030311668,37.7973462529678
"616117","LARCENY/THEFT","BAYVIEW",-122.401640809684,37.7558377424925
"362660","LARCENY/THEFT","SOUTHERN",-122.412834332129,37.7777903094246
"508308","ASSAULT","BAYVIEW",-122.380760533465,37.7310330649802
"748828","BURGLARY","RICHMOND",-122.477236710532,37.7813847228361
"715336","NON-CRIMINAL","SOUTHERN",-122.403404791479,37.775420706711
"673845","DRUG/NARCOTIC","TENDERLOIN",-122.41487855905,37.7826335031541
"515965","OTHER OFFENSES","NORTHERN",-122.4338668246,37.7893892227178
"61194","ASSAULT","TENDERLOIN",-122.413753670487,37.78373004094
"830629","DRUG/NARCOTIC","SOUTHERN",-122.408913229808,37.7812116507663
"136615","LARCENY/THEFT","TENDERLOIN",-122.407707096397,37.7851034545661
"449551","DRUG/NARCOTIC","TENDERLOIN",-122.411778295992,37.7839805592634
"678131","OTHER OFFENSES","MISSION",-122.417964483768,37.7586968166534
"473969","OTHER OFFENSES","CENTRAL",-122.402232454222,37.7984302773598
"526113","VEHICLE THEFT","INGLESIDE",-122.430403703662,37.7317874596348
"770362","LARCENY/THEFT","INGLESIDE",-122.441928944189,37.7359690068882
"525126","TRESPASS","MISSION",-122.419470488515,37.7622701739914
"593797","WEAPON LAWS","BAYVIEW",-122.381567218773,37.728680194528
"616469","MISSING PERSON","TARAVAL",-122.452222836761,37.7209145102852
"447237","ROBBERY","INGLESIDE",-122.410829623756,37.7347331717697
"440457","DRUG/NARCOTIC","SOUTHERN",-122.393490007522,37.7828975050745
"462492","OTHER OFFENSES","RICHMOND",-122.446612887686,37.7863007901692
"855664","OTHER OFFENSES","MISSION",-122.422045943555,37.766538719604
"128630","ROBBERY","BAYVIEW",-122.394588601096,37.7524273767291
"674199","VANDALISM","INGLESIDE",-122.416442382139,37.7097707300435
"112567","DRUG/NARCOTIC","SOUTHERN",-122.403284843106,37.787306416019
"507287","LARCENY/THEFT","SOUTHERN",-122.402687653213,37.7660754132449
"31278","VEHICLE THEFT","NORTHERN",-122.438593884737,37.7957394759334
"549934","ASSAULT","TARAVAL",-122.465654109201,37.7621431286655
"762348","VEHICLE THEFT","RICHMOND",-122.459743426274,37.7855545119448
"46571","NON-CRIMINAL","CENTRAL",-122.413056449036,37.7876453111782
"668748","OTHER OFFENSES","MISSION",-122.414089000716,37.7525050785803
"88492","ASSAULT","TENDERLOIN",-122.408201657254,37.7868849113107
"262384","ASSAULT","MISSION",-122.411460509414,37.764882969949
"835854","BURGLARY","RICHMOND",-122.458863030969,37.780273780587
"799342","VEHICLE THEFT","BAYVIEW",-122.384999937293,37.7555197453475
"262555","SECONDARY CODES","MISSION",-122.42207304894,37.7661259454801
"395390","MISSING PERSON","INGLESIDE",-122.422592099161,37.709998706156
"193526","OTHER OFFENSES","SOUTHERN",-122.406520987144,37.7850629421661
"724708","LARCENY/THEFT","PARK",-122.444988946157,37.7517781008065
"755952","LARCENY/THEFT","MISSION",-122.418738265772,37.7546172382083
"422977","VANDALISM","RICHMOND",-122.454524371322,37.7783165297875
"409970","LARCENY/THEFT","MISSION",-122.443079411902,37.7592233601455
"161967","MISSING PERSON","BAYVIEW",-122.401968361773,37.7356138034783
"619241","FORGERY/COUNTERFEITING","SOUTHERN",-122.413564091744,37.779514030063
"512841","ASSAULT","TARAVAL",-122.467994568627,37.7142667343198
"149847","OTHER OFFENSES","BAYVIEW",-122.396907843449,37.749050451453
"843871","VEHICLE THEFT","BAYVIEW",-122.385037526317,37.7542885971708
"821510","OTHER OFFENSES","NORTHERN",-122.426071405993,37.775524118143
"42141","OTHER OFFENSES","PARK",-122.445108026534,37.7692836722818
"324911","ROBBERY","TARAVAL",-122.464483602934,37.7216789809898
"634689","LARCENY/THEFT","MISSION",-122.426955631709,37.769247063207
"359398","LARCENY/THEFT","SOUTHERN",-122.403404791479,37.775420706711
"409840","OTHER OFFENSES","PARK",-122.438098378037,37.7806388583762
"651818","LARCENY/THEFT","TENDERLOIN",-122.416732163096,37.783465567448
"482860","BURGLARY","MISSION",-122.423761749548,37.7623585990802
"385901","NON-CRIMINAL","BAYVIEW",-122.409046450139,37.7209474212723
"251250","DRUNKENNESS","SOUTHERN",-122.412447373124,37.775633673443
"49322","SUSPICIOUS OCC","INGLESIDE",-122.422366686691,37.7417616962887
"555355","FRAUD","SOUTHERN",-122.403404791479,37.775420706711
"396701","NON-CRIMINAL","SOUTHERN",-122.409795194505,37.7800356268394
"456677","ROBBERY","PARK",-122.453512911126,37.7686969786551
"176672","NON-CRIMINAL","TARAVAL",-122.505923256341,37.761339931633
"842912","WARRANTS","INGLESIDE",-122.434870543619,37.7245891609336
"385549","FORGERY/COUNTERFEITING","SOUTHERN",-122.403919148357,37.7871160984672
"122514","LARCENY/THEFT","SOUTHERN",-122.413189430011,37.7712736913576
"411745","FAMILY OFFENSES","TENDERLOIN",-122.410157073911,37.7842973843312
"344742","LARCENY/THEFT","NORTHERN",-122.436895059773,37.8036015916339
"447682","SUSPICIOUS OCC","PARK",-122.449136465038,37.7650028466288
"872839","OTHER OFFENSES","MISSION",-122.408980216324,37.751200748567
"323137","VANDALISM","SOUTHERN",-122.389113595272,37.7857281880557
"365366","SECONDARY CODES","INGLESIDE",-122.433998219387,37.7276370036007
"866127","ASSAULT","BAYVIEW",-122.389601286255,37.7375250948447
"685520","SUSPICIOUS OCC","BAYVIEW",-122.406844394483,37.7946548898815
"829265","NON-CRIMINAL","SOUTHERN",-122.403404791479,37.775420706711
"425519","LARCENY/THEFT","NORTHERN",-122.435981901424,37.7991768474303
"868640","OTHER OFFENSES","SOUTHERN",-122.400799947914,37.7799338672319
"162400","WARRANTS","INGLESIDE",-122.417255583878,37.7444434034252
"495964","LARCENY/THEFT","RICHMOND",-122.466204667893,37.7725405391593
"858908","VANDALISM","TARAVAL",-122.47783752661,37.7420020741769
"842343","NON-CRIMINAL","NORTHERN",-122.419858277339,37.786137125238
"550544","ASSAULT","SOUTHERN",-122.412933062384,37.7739274524819
"205556","MISSING PERSON","MISSION",-122.406604919508,37.7571580431915
"482645","LARCENY/THEFT","SOUTHERN",-122.41316085097,37.7774566611807
"606563","VEHICLE THEFT","CENTRAL",-122.407065062609,37.8025608394002
"32143","VANDALISM","CENTRAL",-122.398187664281,37.7967148853927
"755833","DRUG/NARCOTIC","TENDERLOIN",-122.412758759499,37.7850960963726
"334935","LARCENY/THEFT","NORTHERN",-122.425963017309,37.7707081231737
"457675","OTHER OFFENSES","TARAVAL",-122.455200576563,37.7227777754063
"609547","VEHICLE THEFT","TARAVAL",-122.485990461872,37.7509967221838
"204380","ROBBERY","NORTHERN",-122.419739837805,37.7858926099715
"40327","ROBBERY","NORTHERN",-122.418600974625,37.7802607511192
"523855","DRUG/NARCOTIC","CENTRAL",-122.417780778437,37.7932607942126
"592867","OTHER OFFENSES","RICHMOND",-122.441540269198,37.7850356913294
"57642","NON-CRIMINAL","NORTHERN",-122.421351234154,37.7979814491242
"667646","VEHICLE THEFT","TARAVAL",-122.478191939921,37.7635138827453
"729461","VEHICLE THEFT","SOUTHERN",-122.404796869064,37.7849071033727
"824374","OTHER OFFENSES","BAYVIEW",-122.39594642804,37.7549326991362
"693608","LARCENY/THEFT","MISSION",-122.412173946273,37.7629167766632
"227205","OTHER OFFENSES","TARAVAL",-122.479993400908,37.7318192309615
"493702","NON-CRIMINAL","CENTRAL",-122.414955526873,37.7913636073531
"396039","VANDALISM","MISSION",-122.406681057265,37.755343095442
"164753","WARRANTS","NORTHERN",-122.420250482603,37.7800745746334
"536526","VEHICLE THEFT","MISSION",-122.431028702713,37.7658672394532
"234655","NON-CRIMINAL","TENDERLOIN",-122.412930522059,37.7838344374141
"542575","SEX OFFENSES FORCIBLE","CENTRAL",-122.416773563916,37.7911165972854
"459445","DRIVING UNDER THE INFLUENCE","TARAVAL",-122.506714460434,37.735465762973
"322243","TRESPASS","NORTHERN",-122.431979576386,37.7800478529923
"502798","LARCENY/THEFT","MISSION",-122.421569323299,37.7608815949553
"785164","LARCENY/THEFT","CENTRAL",-122.419919551038,37.7972231716517
"654797","DRUG/NARCOTIC","TENDERLOIN",-122.412784096502,37.7848656939526
"269630","SECONDARY CODES","INGLESIDE",-122.413156703091,37.7371067513459
"99627","OTHER OFFENSES","MISSION",-122.419350173229,37.7610160912056
"464681","OTHER OFFENSES","RICHMOND",-122.4779149156,37.7822791509729
"374305","FRAUD","SOUTHERN",-122.403404791479,37.775420706711
"411927","LARCENY/THEFT","SOUTHERN",-122.404385042303,37.7721958190345
"530961","FORGERY/COUNTERFEITING","TENDERLOIN",-122.41431222924,37.7798339183587
"618688","DRUG/NARCOTIC","MISSION",-122.41965834371,37.7642205603745
"138425","NON-CRIMINAL","SOUTHERN",-122.39784956123,37.7793117074346
"287247","NON-CRIMINAL","BAYVIEW",-122.392074167872,37.7308550434271
"813970","LARCENY/THEFT","SOUTHERN",-122.405359371753,37.7859774761625
"477047","ASSAULT","NORTHERN",-122.424213523392,37.7740627336887
"716357","LARCENY/THEFT","NORTHERN",-122.433668534709,37.787708547267
"364372","DRUG/NARCOTIC","PARK",-122.452706340322,37.7692156705894
"698256","BURGLARY","MISSION",-122.440411847156,37.7554456064661
"462543","OTHER OFFENSES","SOUTHERN",-122.409536662692,37.7826911213472
"682717","LARCENY/THEFT","SOUTHERN",-122.403404791479,37.775420706711
"113022","LARCENY/THEFT","TARAVAL",-122.477722292659,37.7174111639675
"508214","LARCENY/THEFT","MISSION",-122.425378994759,37.7526134751532
"872311","LARCENY/THEFT","RICHMOND",-122.448353805212,37.7804419276616
"823914","ASSAULT","NORTHERN",-122.432116233695,37.7800304351156
"474398","OTHER OFFENSES","SOUTHERN",-122.407163046954,37.7797376338991
"207477","LARCENY/THEFT","CENTRAL",-122.410774214375,37.8084350175869
"169992","VANDALISM","INGLESIDE",-122.427610068865,37.7346587567211
"724531","DRUG/NARCOTIC","SOUTHERN",-122.409247675554,37.7813987340663
"699172","LARCENY/THEFT","NORTHERN",-122.421572274158,37.7866181600769
"722779","VANDALISM","BAYVIEW",-122.400006785029,37.7507663355018
"304585","NON-CRIMINAL","MISSION",-122.412190122464,37.7550119658043
"12585","ARSON","BAYVIEW",-122.392623643609,37.7517100089534
"580070","TRESPASS","SOUTHERN",-122.404956956375,37.7851178563953
"795587","ROBBERY","SOUTHERN",-122.408710606671,37.7809706721824
"167593","NON-CRIMINAL","SOUTHERN",-122.402121507956,37.77756179156
"797514","ASSAULT","MISSION",-122.414603717327,37.7493085877432
"107436","VANDALISM","TARAVAL",-122.48316581827,37.7567333082645
"395540","MISSING PERSON","RICHMOND",-122.498390355107,37.768861527492
"690533","VEHICLE THEFT","MISSION",-122.43563003619,37.7550735710854
"705358","LARCENY/THEFT","BAYVIEW",-122.391904260902,37.7551569778325
"820509","ROBBERY","SOUTHERN",-122.389432577203,37.7888379055889
"151248","OTHER OFFENSES","INGLESIDE",-122.432513268341,37.7377582824808
"560263","DRUG/NARCOTIC","RICHMOND",-122.466204667893,37.7725405391593
"209680","LARCENY/THEFT","BAYVIEW",-122.387927387609,37.7427030847405
"844088","NON-CRIMINAL","TENDERLOIN",-122.413237516676,37.7828430233213
"606995","OTHER OFFENSES","MISSION",-122.419671780296,37.7650501214668
"54664","LARCENY/THEFT","SOUTHERN",-122.391588816975,37.7796910137658
"237232","OTHER OFFENSES","TENDERLOIN",-122.410768766343,37.7832145190013
"808569","LARCENY/THEFT","PARK",-122.463234980053,37.7660549150141
"492282","DRUG/NARCOTIC","TENDERLOIN",-122.411965795229,37.7849141859562
"188630","LARCENY/THEFT","CENTRAL",-122.400542764838,37.793079042261
"561633","DRUG/NARCOTIC","TENDERLOIN",-122.415088721046,37.7836719564372
"308652","VANDALISM","INGLESIDE",-122.447526215895,37.7116676649678
"371909","DRIVING UNDER THE INFLUENCE","RICHMOND",-122.473121003455,37.7844207549235
"579360","MISSING PERSON","TARAVAL",-122.460687878061,37.7100131333471
"288072","LARCENY/THEFT","TENDERLOIN",-122.412606230898,37.7810067957738
"195202","SUSPICIOUS OCC","PARK",-122.43294024481,37.7718450016424
"774360","STOLEN PROPERTY","INGLESIDE",-122.428836563261,37.7239546764665
"117351","MISSING PERSON","NORTHERN",-122.428687263963,37.8008967365514
"63050","NON-CRIMINAL","BAYVIEW",-122.397744427103,37.7299346936044
"657851","MISSING PERSON","NORTHERN",-122.430118762295,37.791286303662
"326156","SUSPICIOUS OCC","CENTRAL",-122.410882825551,37.7879209375533
"696104","SUSPICIOUS OCC","PARK",-122.459430907515,37.7653349380818
"832892","DRUG/NARCOTIC","TENDERLOIN",-122.413631253258,37.7848053746211
"220771","KIDNAPPING","SOUTHERN",-122.411277969882,37.7735786121372
"140809","VANDALISM","SOUTHERN",-122.40864873517,37.7773110274033
"291429","NON-CRIMINAL","CENTRAL",-122.406669739951,37.7978641744394
"422947","OTHER OFFENSES","NORTHERN",-122.41827417166,37.7870372043685
"777257","SUSPICIOUS OCC","CENTRAL",-122.405942287676,37.7924508111492
"235711","ASSAULT","NORTHERN",-122.418951160054,37.7779227182608
"391945","SUSPICIOUS OCC","BAYVIEW",-122.396274357968,37.7606549517992
"502522","LARCENY/THEFT","INGLESIDE",-122.45110690919,37.7119931680328
"430686","SUSPICIOUS OCC","TENDERLOIN",-122.414900544562,37.7827419623926
"422065","LARCENY/THEFT","NORTHERN",-122.429502384369,37.801184163232
"844572","LARCENY/THEFT","MISSION",-122.426955631709,37.769247063207
"390107","NON-CRIMINAL","MISSION",-122.435187699349,37.7626702770872
"126241","NON-CRIMINAL","CENTRAL",-122.409876622532,37.787148807979
"468552","MISSING PERSON","TARAVAL",-122.454158224803,37.7191235212974
"475169","OTHER OFFENSES","INGLESIDE",-122.4208910342,37.7120920675614
"117758","ASSAULT","SOUTHERN",-122.420303482492,37.770896885856
"540621","VEHICLE THEFT","NORTHERN",-122.427986508395,37.793306565646
"790516","DRUG/NARCOTIC","SOUTHERN",-122.409708423721,37.7828276498838
"228483","ROBBERY","NORTHERN",-122.433084166837,37.7851499161537
"827711","OTHER OFFENSES","TARAVAL",-122.485832029618,37.7650665492268
"752584","VEHICLE THEFT","BAYVIEW",-122.414478481954,37.723520798502
"584399","LARCENY/THEFT","CENTRAL",-122.402070243227,37.7887198688133
"79688","VEHICLE THEFT","TENDERLOIN",-122.415127837608,37.7797870676495
"328194","DISORDERLY CONDUCT","TENDERLOIN",-122.41565370001,37.7787196511256
"78173","LARCENY/THEFT","SOUTHERN",-122.401846367522,37.7790324136251
"236147","DRUG/NARCOTIC","NORTHERN",-122.418562097105,37.7841847091303
"630773","VANDALISM","SOUTHERN",-122.397388784826,37.7825543452426
"56134","ROBBERY","CENTRAL",-122.403552860945,37.7886749669059
"807385","LARCENY/THEFT","NORTHERN",-122.42201026493,37.7801132110382
"40328","OTHER OFFENSES","MISSION",-122.418748733523,37.7554371875097
"171335","RECOVERED VEHICLE","BAYVIEW",-122.378268018481,37.7323807302226
"530858","RECOVERED VEHICLE","TENDERLOIN",-122.416075285051,37.7844496612791
"4689","VANDALISM","NORTHERN",-122.431673447197,37.7739204424876
"678304","BAD CHECKS","NORTHERN",-122.428969462908,37.7856179045546
"721394","LARCENY/THEFT","TENDERLOIN",-122.417530696987,37.783310753974
"493087","VEHICLE THEFT","TARAVAL",-122.467386018818,37.7630380334717
"204741","NON-CRIMINAL","TARAVAL",-122.48118317163,37.7437268170337
"111471","WARRANTS","TENDERLOIN",-122.409853729941,37.7833862379382
"128202","FRAUD","TENDERLOIN",-122.413869632554,37.7818621883021
"500108","ROBBERY","MISSION",-122.419671780296,37.7650501214668
"385547","ASSAULT","RICHMOND",-122.501880511405,37.780373856128
"26072","WARRANTS","BAYVIEW",-122.391549170299,37.7191791974582
"875579","VEHICLE THEFT","CENTRAL",-122.415560469013,37.7902540013454
"838921","WARRANTS","MISSION",-122.417054438267,37.7498946481153
"457249","OTHER OFFENSES","SOUTHERN",-122.408710606663,37.7809706722053
"800875","FORGERY/COUNTERFEITING","CENTRAL",-122.416952108576,37.8003649165301
"288217","LARCENY/THEFT","CENTRAL",-122.395329662983,37.7966652983014
"201190","DRUG/NARCOTIC","NORTHERN",-122.42049728879,37.789618819255
"212608","LARCENY/THEFT","NORTHERN",-122.431046366089,37.7830295716044
"296519","NON-CRIMINAL","MISSION",-122.434438917967,37.7556950983652
"658854","FORGERY/COUNTERFEITING","INGLESIDE",-122.429801668764,37.7303819548591
"851980","FRAUD","MISSION",-122.43403618214,37.7632941952462
"67011","VEHICLE THEFT","PARK",-122.446139455834,37.7793587013031
"225500","LARCENY/THEFT","SOUTHERN",-122.412933062384,37.7739274524819
"325645","DRUG/NARCOTIC","TENDERLOIN",-122.409853729941,37.7833862379382
"160837","LARCENY/THEFT","NORTHERN",-122.426832741986,37.7792584744352
"574172","BURGLARY","NORTHERN",-122.42142499654,37.8022302146813
"62216","LARCENY/THEFT","SOUTHERN",-122.403404791479,37.775420706711
"139956","ROBBERY","INGLESIDE",-122.417107986993,37.7122561827524
"107895","WARRANTS","BAYVIEW",-122.397732408162,37.7548270405347
"286825","FRAUD","SOUTHERN",-122.403404791479,37.775420706711
"497340","RECOVERED VEHICLE","MISSION",-122.425933851505,37.7478165707419
"368837","ASSAULT","SOUTHERN",-122.414217817669,37.774239170665
"426470","LARCENY/THEFT","SOUTHERN",-122.407633520742,37.7841893501425
"188567","ASSAULT","NORTHERN",-122.440148637784,37.7992028073615
"166860","ASSAULT","CENTRAL",-122.41557882881,37.8044706948304
"25142","NON-CRIMINAL","SOUTHERN",-122.399396749686,37.7909646254938
"380506","DRIVING UNDER THE INFLUENCE","CENTRAL",-122.408622974321,37.7976265594608
"85942","FORGERY/COUNTERFEITING","BAYVIEW",-122.405648592836,37.7427609749592
"627833","WARRANTS","TENDERLOIN",-122.411778295992,37.7839805592634
"385608","WARRANTS","MISSION",-122.426955631709,37.769247063207
"692422","VEHICLE THEFT","TARAVAL",-122.471423030897,37.7149806037297
"724202","DRUG/NARCOTIC","MISSION",-122.420908468984,37.7657766621198
"185328","FORGERY/COUNTERFEITING","RICHMOND",-122.44460446581,37.7875949238669
"76626","LARCENY/THEFT","SOUTHERN",-122.403390364796,37.7802655777189
"229489","DRUG/NARCOTIC","TENDERLOIN",-122.413631253258,37.7848053746211
"80734","ASSAULT","RICHMOND",-122.50774902863,37.772411893408
"656655","BURGLARY","NORTHERN",-122.444487543842,37.7992785043811
"250782","LARCENY/THEFT","CENTRAL",-122.416199204502,37.7891587712961
"824516","NON-CRIMINAL","CENTRAL",-122.401055856592,37.7985811020612
"395070","NON-CRIMINAL","RICHMOND",-122.461062711176,37.7811580519204
"14705","VANDALISM","TARAVAL",-122.463620567059,37.7189283567907
"569182","WARRANTS","TENDERLOIN",-122.406212878217,37.7860371623519
"785079","WARRANTS","SOUTHERN",-122.407805288642,37.7837068386088
"111964","NON-CRIMINAL","RICHMOND",-122.468181258329,37.7828309192696
"804189","VEHICLE THEFT","INGLESIDE",-122.416824272044,37.7348885156561
"137391","WARRANTS","MISSION",-122.415348514404,37.7650058493722
"390503","OTHER OFFENSES","MISSION",-122.41089712203,37.7692141941712
"413861","NON-CRIMINAL","SOUTHERN",-122.365565425353,37.8096707013239
"335591","DRUG/NARCOTIC","SOUTHERN",-122.403404791479,37.775420706711
"70123","SUSPICIOUS OCC","SOUTHERN",-122.403404791479,37.775420706711
"497679","LARCENY/THEFT","CENTRAL",-122.404223195649,37.7916902259131
"715018","DRUNKENNESS","BAYVIEW",-122.403408669191,37.72700531963
"876925","LARCENY/THEFT","CENTRAL",-122.408384275542,37.7878271137225
"787863","OTHER OFFENSES","TENDERLOIN",-122.414269361877,37.7842081124308
"853053","VANDALISM","MISSION",-122.417653316856,37.7675941669426
"157393","OTHER OFFENSES","NORTHERN",-122.418229899721,37.7784895366813
"357950","LOITERING","TENDERLOIN",-122.414645409901,37.7860688364633
"531541","VANDALISM","TENDERLOIN",-122.414850480524,37.7856087588303
"143503","LARCENY/THEFT","CENTRAL",-122.407729769991,37.7931773025837
"658799","LARCENY/THEFT","NORTHERN",-122.432743822617,37.7838424505847
"820827","NON-CRIMINAL","BAYVIEW",-122.378392257534,37.7323312464378
"309094","ROBBERY","MISSION",-122.417660640341,37.7555043420028
"257831","BURGLARY","INGLESIDE",-122.420016996971,37.7290417249006
"344546","ROBBERY","SOUTHERN",-122.403404791479,37.775420706711
"418607","LIQUOR LAWS","MISSION",-122.410519781929,37.752766726673
"566729","RECOVERED VEHICLE","MISSION",-122.411121491341,37.7542865460446
"154695","ROBBERY","INGLESIDE",-122.420556751442,37.7108945814914
"292111","PROSTITUTION","NORTHERN",-122.420307355721,37.7886989511647
"292453","ASSAULT","TENDERLOIN",-122.409313111431,37.7843478513151
"219550","VANDALISM","PARK",-122.458680189782,37.7481554692332
"771943","SUSPICIOUS OCC","TARAVAL",-122.479269168541,37.762515760418
"394844","TRESPASS","MISSION",-122.415932937248,37.7612223329621
"877298","LARCENY/THEFT","NORTHERN",-122.431206932052,37.7845681170112
"369325","MISSING PERSON","NORTHERN",-122.428666208752,37.7757342027431
"763285","NON-CRIMINAL","PARK",-122.443597047511,37.7826435280939
"608507","WARRANTS","NORTHERN",-122.420211964949,37.7882225424263
"618775","OTHER OFFENSES","RICHMOND",-122.506290478807,37.7733763363591
"647752","TRESPASS","MISSION",-122.406539115148,37.7564864109309
"595543","VANDALISM","RICHMOND",-122.463902072852,37.7830189318905
"652495","BURGLARY","NORTHERN",-122.426845490414,37.7881042900528
"159754","LARCENY/THEFT","TARAVAL",-122.475647460786,37.7285280627465
"421171","ASSAULT","NORTHERN",-122.436863337604,37.7996199689993
"546618","LARCENY/THEFT","SOUTHERN",-122.414120205075,37.7741612954143
"441494","RUNAWAY","BAYVIEW",-122.378920771859,37.7286119710993
"47574","OTHER OFFENSES","INGLESIDE",-122.444500563066,37.7210957959913
"647151","RECOVERED VEHICLE","INGLESIDE",-122.441486253182,37.7276713347056
"55066","NON-CRIMINAL","NORTHERN",-122.423718618565,37.7981158175113
"779337","DRUG/NARCOTIC","TENDERLOIN",-122.412249767634,37.782556330202
"482508","VANDALISM","MISSION",-122.411108851674,37.7534661916444
"747149","ASSAULT","TENDERLOIN",-122.411987643595,37.7850226622786
"28736","ASSAULT","TARAVAL",-122.477309120603,37.7654460715825
"77509","VANDALISM","MISSION",-122.42850845331,37.7628896284932
"96799","MISSING PERSON","MISSION",-122.424257504658,37.7599852182816
"868428","VEHICLE THEFT","BAYVIEW",-122.402671594737,37.7564229800263
"353649","OTHER OFFENSES","SOUTHERN",-122.407387172098,37.7810688918781
"48685","LARCENY/THEFT","TENDERLOIN",-122.410509258795,37.7860432222992
"41134","BURGLARY","BAYVIEW",-122.39705592967,37.7586844897791
"325900","WARRANTS","CENTRAL",-122.403864541976,37.7982226437427
"275482","OTHER OFFENSES","RICHMOND",-122.468705276697,37.7827502637918
"536800","LARCENY/THEFT","MISSION",-122.420948039719,37.7699792794388
"209129","ASSAULT","SOUTHERN",-122.403404791479,37.775420706711
"173667","ROBBERY","INGLESIDE",-122.439856212838,37.742681719006
"131973","LARCENY/THEFT","SOUTHERN",-122.409795194505,37.7800356268394
"486710","ASSAULT","TARAVAL",-122.453165502054,37.7209645253748
"815966","NON-CRIMINAL","PARK",-122.452121969253,37.7655796709772
"701073","OTHER OFFENSES","MISSION",-122.430604287057,37.76075222187
"839505","NON-CRIMINAL","INGLESIDE",-122.432513268341,37.7377582824808
"565162","OTHER OFFENSES","MISSION",-122.417028392106,37.7603656931573
"622767","VANDALISM","NORTHERN",-122.422090267887,37.7808219708329
"361178","OTHER OFFENSES","MISSION",-122.419623543912,37.7602652229581
"194148","VEHICLE THEFT","BAYVIEW",-122.399869327872,37.7302928366764
"130240","NON-CRIMINAL","NORTHERN",-122.44709993644,37.8042164176186
"20645","LARCENY/THEFT","SOUTHERN",-122.403404791479,37.775420706711
"25438","LARCENY/THEFT","SOUTHERN",-122.409138382713,37.7708194100449
"358301","OTHER OFFENSES","INGLESIDE",-122.452289660492,37.7256933575703
"170966","DRUG/NARCOTIC","TENDERLOIN",-122.413047972078,37.7819119628298
"563963","ASSAULT","BAYVIEW",-122.380715788947,37.7296096317188
"259498","NON-CRIMINAL","SOUTHERN",-122.403404791479,37.775420706711
"875864","DRUG/NARCOTIC","CENTRAL",-122.404449525653,37.7931198049533
"720944","ASSAULT","MISSION",-122.414240098268,37.7548880080082
"508361","ASSAULT","MISSION",-122.406539115148,37.7564864109309
"454568","DRUG/NARCOTIC","TENDERLOIN",-122.415533007999,37.7821372997842
"866176","LARCENY/THEFT","INGLESIDE",-122.418433238855,37.7356343185594
"687533","LARCENY/THEFT","TARAVAL",-122.477976682169,37.7269346350353
